aalbeke/8511
lens/7870
linkebeek/1630
maarkedal/9680
malvoisin/5575
manage/7170
marchin/4570
mazy/5032
mellet/6211
merendree/9850
moerkerke/8340
molenbeersel/3640
morialmé/5621
morville/5620
my/4190
nandrin/4550
nismes/5670
omezée/5600
ooike/9790
opdorp/9255
opgrimbie/3630
overmere/9290
overwinden/3400
perk/1820
petit-roeulx-lez-braine/7090
petit-roeulx-lez-nivelles/7181
pironchamps/6240
ramsel/2230
rocourt/4000
ruisbroek/2870
shape/7010
sint-joris-winge/3390
soumoy/5630
sourbrodt/4950
thisnes/4280
thy-le-château/5651
tildonk/3150
tollembeek/1570
torhout/8820
ulbeek/3832
vaulx/7536
velaine-sur-sambre/5060
vencimont/5575
viersel/2240
villers-l'evêque/4340
vresse-sur-semois/5550
wakken/8720
wange/3400
waret-la-chaussée/5310
westkapelle/8300
wimmertingen/3501
wulveringem/8630
zande/8680
zele/9240
zulzeke/9690
jamoigne/6810
jemelle/5589
kanne/3770
klein-gelmen/3870
koninksem/3700
laakdal/2430
lebbeke/9280
lippelo/2890
lodelinsart/6042
anzegem/8570
assent/3460
ave-et-auffe/5580
berchem/9690
biesme-sous-thuin/6531
bombaye/4607
boninne/5021
bothey/5032
bure/6927
buzenol/6743
chairière/5550
chapelle-lez-herlaimont/7160
chapon-seraing/4537
chiny/6810
de klinge/9170
eghezée/5310
eigenbilzen/3740
elsegem/9790
embourg/4053
ensival/4800
erpion/6441
eugies/7080
feneur/4607
fexhe-le-haut-clocher/4347
filot/4181
fraire/5650
freloux/4347
gourdinne/5651
grandhan/6940
guigoven/3723
hamme-mille/1320
harnoncourt/6767
hoeke/8340
hoeleden/3471
houdeng-goegnies/7110
ieper/8900
mazenzele/1745
merbes-le-château/6567
merdorp/4280
messancy/6780
mévergnies-lez-lens/7942
mignault/7070
mohiville/5361
molenstede/3294
mont-saint-andré/1367
moulbaix/7812
muizen/2812
neerwinden/3400
nerem/3700
nieuwerkerken/3850
oekene/8800
ohey/5350
opitter/3960
outrijve/8582
péronnes-lez-binche/7134
petegem-aan-de-schelde/9790
pollinkhove/8647
poulseur/4171
rièzes/6464
ruiselede/8755
runkelen/3803
saint-servais/5002
samrée/6982
sint-jan-in-eremo/9982
sint-lenaarts/2960
sivry-rance/6470
slijpe/8433
soulme/5680
sterrebeek/1933
tenneville/6970
tisselt/2830
tongeren/3700
vaux-et-borset/4530
verrebroek/9130
viesville/6230
villers-notre-dame/7812
villers-sainte-gertrude/6941
vinkt/9800
vodelée/5680
waudrez/7131
wellen/3830
wezeren/3401
wihéries/7370
zandvoorde/8980
zeveneken/9080
adinkerke/8660
asper/9890
attert/6717
awenne/6870
bas-warneton/7784
beigem/1852
biercée/6533
bièvre/5555
blanden/3052
blaugies/7370
bodegnée/4537
bois-d'haine/7170
bommershoven/3840
borlo/3891
bra/4990
bruxelles/1000
budingen/3440
casteau/7061
chastre/1450
colfontaine/7340
deurne/2100
dranouter/8951
dudzele/8380
duisburg/3080
ecaussinnes/7190
ehein/4120
eindhout/2430
eine/9700
eppegem/1980
erpent/5101
espierres/8587
fosses-la-ville/5070
fouron-le-comte/3798
franchimont/5600
gerpinnes/6280
gistel/8470
gleixhe/4400
godinne/5530
godveerdegem/9620
graide/5555
hallaar/2220
hamois/5360
hendrieken/3840
hensies/7350
herseaux/7712
herstal/4040
heure/5377
hollange/6637
horpmaal/3870
houffalize/6660
hour/5563
houyet/5560
hundelgem/9630
jallet/5354
javingue/5570
kaaskerke/8600
kaggevinne/3293
kallo/9130
kerkhove/8581
koolskamp/8851
lanquesaint/7800
lavacherie/6681
lens-saint-servais/4250
lichtaart/2460
louveigné/4141
loyers/5101
maissin/6852
marchienne-au-pont/6030
meix-le-tige/6747
messines/8957
montzen/4850
mouzaive/5550
neufmaison/7332
nobressart/6717
odeigne/6960
okegem/9400
opwijk/1745
ortho/6983
peissant/7120
poesele/9850
poppel/2382
putte/2580
puurs/2870
renlies/6500
roksem/8460
rouvreux/4140
russeignies/7750
saint-hubert/6870
saint-mard/6762
saint-symphorien/7030
sars-la-bruyère/7080
scherpenheuvel-zichem/3270
serville/5521
solre-sur-sambre/6560
tavier/4163
thuillies/6536
tontelange/6717
ucimont/6833
vedrin/5020
velroux/4460
vichte/8570
ville-sur-haine/7070
vodecée/5600
voroux-lez-liers/4451
vyle-et-tharoul/4570
waardamme/8020
waarloos/2550
wardin/6600
zarren/8610
zonnegem/9520
zoutleeuw/3440
quaregnon/7390
quevaucamps/7972
raad van de vlaamse gemeenschapscommissie/1006
racour/4287
rahier/4987
robechies/6460
roborst/9630
roeselare/8800
rouveroy/7120
ruien/9690
sart-eustache/5070
sint-antelinks/9550
sint-jan/8900
sint-niklaas/9100
steenhuize-wijnhuize/9550
tarcienne/5651
tilff/4130
toernich/6700
trooz/4870
vaux-lez-rosières/6640
vilvoorde/1800
virelles/6461
vissenaken/3300
vrasene/9120
waarbeke/9506
warzée/4590
welle/9473
werbomont/4190
westouter/8954
wilrijk/2610
zelzate/9060
zoerle-parwijs/2260
zulte/9870
zwevegem/8550
3 suisses/7510
actisoc/1105
ambresin/4219
angleur/4031
assemblée de la commission communautaire française/1007
baelen/4837
balâtre/5190
barvaux-condroz/5370
bavikhove/8531
beveren/8800
bierghes/1430
bonsin/5377
bossut-gottechain/1390
bovigny/6671
brucargo/1931
chapelle-à-wattines/7903
chastre-villeroux-blanmont/1450
cherain/6673
chièvres/7950
crombach/4784
de haan/8420
deerlijk/8540
denderbelle/9280
deurle/9831
eksel/3941
ellezelles/7890
elst/9660
enghien/7850
ere/7500
fontaine-valmont/6567
froidmont/7504
gembes/6929
genval/1332
gérompont/1367
gougnies/6280
grand-leez/5031
grand-rechain/4650
grandglise/7973
grapfontaine/6840
grembergen/9200
guignies/7620
habay-la-neuve/6720
halen/3545
herent/3020
hodeige/4351
hoegaarden/3320
hollogne-sur-geer/4250
huccorgne/4520
incourt/1315
jabbeke/8490
jauchelette/1370
jemappes/7012
kallo/9120
klerken/8650
la calamine/4720
lamontzée/4210
landelies/6111
lauwe/8930
le mesnil/5670
les bulles/6811
lierneux/4990
limelette/1342
longchamps/6688
longvilly/6600
mesvin/7022
moen/8552
montigny-le-tilleul/6110
moorslede/8890
mormont/6997
muizen/3891
nederboelare/9500
nevele/9850
noville-sur-mehaigne/5310
obourg/7034
oignies-en-thiérache/5670
oostham/3945
opvelp/3360
otan/1110
oupeye/4680
petit-enghien/7850
pollare/9401
pottes/7760
antwerpen x/2099
arbre/7811
avennes/4260
baal/3128
baileux/6464
bailièvre/6460
bekegem/8480
bevere/9700
bolinne/5310
borlez/4317
boussu/7300
boutersem/3370
braives/4260
breendonk/2870
burg-reuland/4790
calonne/7642
céroux-mousty/1341
couvin/5660
damme/8340
dolembreux/4140
dongelberg/1370
ellignies-sainte-anne/7972
esen/8600
estaimpuis/7730
florenville/6820
forêt/4870
furnaux/5641
gemmenich/4851
grez-doiceau/1390
haulchin/7120
heppignies/6220
heuvelland/8950
jette/1090
juseret/6642
kaster/8572
kasterlee/2460
kolmont/3700
kortenberg/3070
lamine/4350
langdorp/3201
lembeke/9971
les waleffes/4317
leugnies/6500
linsmeau/1357
lissewege/8380
maisières/7020
maldegem/9990
mariembourg/5660
molenbaix/7760
momignies/6590
mont-sur-marchienne/6032
morkhoven/2200
morlanwelz/7140
mouscron/7700
nodebais/1320
oelegem/2520
oeselgem/8720
orroir/7750
pailhe/4560
piétrebais/1315
poupehan/6830
roesbrugge-haringe/8972
saint-jean-geest/1370
saint-séverin/4550
scanning/1101
seny/4557
silenrieux/5630
sint-denijs-westrem/9051
sint-jacobs-kapelle/8600
sint-kruis/8310
sint-pauwels/9170
sint-ulriks-kapelle/1700
stalhille/8490
steenkerke/8630
strée/6511
strombeek-bever/1853
tourinnes-saint-lambert/1457
veltem-beisem/3020
verviers/4800
vieux-genappe/1472
vlekkem/9420
walhain-saint-paul/1457
warsage/4608
wasmes-audemez-briffoeil/7604
ways/1474
weerde/1982
wijnegem/2110
woluwe-saint-lambert/1200
ravels/2380
rebecq-rognon/1430
ressaix/7134
rèves/6210
rienne/5575
roly/5600
romedenne/5600
rtbf/1044
schalkhoven/3732
sclayn/5300
sint-amandsberg/9040
smetlede/9340
snaaskerke/8470
solre-saint-géry/6500
spf mobilité/1212
thieu/7070
thirimont/6500
tielt/8700
tielt-winge/3390
tongerlo/3960
tournai/7500
turnhout/2300
vellereille-le-sec/7120
villance/6890
villers-sur-lesse/5580
vliermaalroot/3721
voorde/9400
vucht/3630
walshoutem/3401
waremme/4300
wervik/8940
westerlo/2260
wijgmaal/3018
wilskerke/8431
wommelgem/2160
yernée-fraineux/4550
zandvoorde/8400
zepperen/3800
agimont/5544
antwerpen/2030
appelterre-eichem/9400
audregnies/7382
autre-eglise/1367
begijnendijk/3130
bellem/9881
blicquy/7903
burdinne/4210
champion/5020
chaussée-notre-dame-louvignies/7063
corbion/6838
diksmuide/8600
emptinne/5363
engis/4480
enines/1350
erezée/6997
ernage/5030
erondegem/9420
falaën/5522
feluy/7181
forest/7910
geluwe/8940
gestel/2590
gesves/5340
glabais/1473
gorsem/3803
gouvy/6670
grammene/9800
halle/2980
herselt/2230
hodister/6987
hove/2540
iddergem/9472
izel/6810
kain/7540
keiem/8600
kettenis/4701
kluisbergen/9690
l'escaillère/6464
luttre/6238
maffle/7810
hoelbeek/3746
jemeppe-sur-meuse/4101
jemeppe-sur-sambre/5190
jollain-merlin/7620
kerniel/3840
lessive/5580
liezele/2870
ligne/7812
martouzin-neuville/5573
maubray/7640
meerbeek/3078
meyerode/4770
mol/2400
mourcourt/7543
moustier-sur-sambre/5190
mullem/9700
musson/6750
neerheylissem/1357
neerijse/3040
niel-bij-as/3668
nieuwkerken-waas/9100
paulatem/9630
peer/3990
pepingen/1670
achet/5362
argenteau/4601
attenrode/3384
aulnois/7040
avernas-le-bauduin/4280
beauraing/5570
beauvechain/1320
bellefontaine/5555
berlingen/3830
berzée/5651
bois-et-borsu/4560
bossuit/8583
boussoit/7110
bressoux/4020
brustem/3800
cargovil/1804
cornimont/5555
donstiennes/6536
dorinne/5530
erembodegem/9320
erquennes/7387
espierres-helchin/8587
fays-les-veneurs/6856
fléron/4620
glabbeek/3380
gochenée/5680
godarville/7160
grazen/3450
grupont/6927
halleux/6986
hamipré/6840
hamont-achel/3930
hampteau/6990
havelange/5370
helchin/8587
hemptinne/5380
herchies/7050
herderen/3770
heusden/9070
hévillers/1435
hillegem/9550
hombourg/4852
hoogstraten/2320
houtvenne/2235
hulshout/2235
huppaye/1367
jandrain-jandrenouille/1350
kaprijke/9970
kersbeek-miskom/3472
kieldrecht/9130
kleine-spouwen/3740
la louvière/7100
laeken/1020
lanaken/3620
leers-et-fosteau/6530
leignon/5590
liers/4042
lokeren/9160
lombise/7870
londerzeel/1840
lovendegem/9920
lustin/5170
macon/6591
moignelée/5060
montegnée/4420
montignies-lez-lens/7870
mouland/3790
nederzwalm-hermelgem/9636
nethen/1390
neufvilles/7063
nossegem/1930
oevel/2260
office exchange brussels airport remailing/1934
olloy-sur-viroin/5670
oudekapelle/8600
quévy/7040
rollegem-kapelle/8880
romerée/5680
roucourt/7601
ruisbroek/1601
saint-remy/4672
schaerbeek/1030
schelderode/9820
sint-job-in-'t-goor/2960
sint-maria-oudenhove/9620
sint-pieters-kapelle/8433
smuid/6890
sommière/5523
stene/8400
suarlée/5020
thorembais-les-béguines/1360
tignée/4630
tremelo/3120
val-meer/3770
velzeke-ruddershove/9620
vielsalm/6690
ville-en-hesbaye/4260
villers-le-bouillet/4530
vlissegem/8421
voort/3840
warchin/7548
waregem/8790
webbekom/3290
wodecq/7890
zemst/1980
ampsin/4540
antwerpen/2018
arbre/5170
arc-wattripont/7910
avin/4280
balegem/9860
batsheers/3870
bazel/9150
beveren-waas/9120
boezinge/8904
borsbeke/9552
bourseigne-vieille/5575
braine-l'alleud/1420
brecht/2960
bree/3960
buizingen/1501
cambron-saint-vincent/7870
ciergnon/5560
cordes/7910
court-saint-etienne/1490
doische/5680
erneuville/6972
ertvelde/9940
etikhove/9680
fagnolle/5600
faimes/4317
galmaarden/1570
gentbrugge/9050
goé/4834
grand-manil/5030
grand-reng/6560
groot-bijgaarden/1702
gros-fays/5555
harsin/6950
heers/3870
herstappe/3717
herzele/9550
itterbeek/1701
klemskerke/8420
kolmont/3840
krombeke/8972
la bouverie/7080
la hulpe/1310
lahamaide/7890
lambusart/6220
liège/4000
massenhoven/2240
méan/5372
meensel-kiezegem/3391
meix-devant-virton/6769
melle/9090
melsele/9120
membach/4837
mesnil-saint-blaise/5560
monceau-sur-sambre/6031
montroeul-sur-haine/7350
moresnet/4850
nazareth/9810
neerhespen/3350
neerlinter/3350
onhaye/5520
oordegem/9340
oplinter/3300
oud-heverlee/3050
kapellen/3381
labuissière/6567
lacuisine/6821
lillo/2040
louvain-la-neuve/1348
quartes/7540
reninge/8647
rillaar/3202
roloux/4347
ronsele/9932
rotem/3650
ruddervoorde/8020
rumsdorp/3400
saint-gérard/5640
sart-en-fagne/5600
scy/5361
seloignes/6596
sint-blasius-boekel/9630
spiennes/7032
stavelot/4970
strépy-bracquegnies/7110
thines/1402
tourinne/4263
vance/6741
verlaine/4537
vertrijk/3370
weert/2880
wéris/6940
werm/3730
wichelen/9260
widooie/3700
wijshagen/3670
yvoir/5530
zonhoven/3520
alveringem/8690
athus/6791
avekapelle/8630
beerlegem/9630
bende/6941
biesmerée/5640
braine-le-château/1440
coutisse/5300
denderhoutem/9450
denée/5537
desselgem/8792
desteldonk/9042
diest/3290
duras/3803
eben-emael/4690
essen/2910
evegnée/4631
fayt-lez-manage/7170
fouron-saint-martin/3790
franière/5150
geer/4250
gierle/2275
gooik/1755
gotem/3840
haaltert/9450
habay/6720
hanzinelle/5621
haren/1130
harre/6960
hastière-par-delà/5541
heer/5543
heindonk/2830
hekelgem/1790
helchteren/3530
hellebecq/7830
herve/4650
housse/4671
houtem/8630
ichtegem/8480
ingelmunster/8770
izier/6941
jeuk/3890
kessel/2560
kortemark/8610
kuurne/8520
langemark/8920
lasne/1380
mal/3700
marche-en-famenne/6900
mariakerke/9030
marilles/1350
meerhout/2450
meslin-l'evêque/7822
meulebeke/8760
mont-sainte-aldegonde/7141
montenaken/3890
montignies-saint-christophe/6560
neufchâteau/4608
nieuwpoort/8620
nollevaux/6851
oombergen/9520
ottergem/9420
ottignies/1340
oudenaarde/9700
pellenberg/3212
péruwelz/7600
poperinge/8970
pousset/4350
presgaux/5660
ragnies/6532
rance/6470
reuland/4790
riksingen/3700
rongy/7623
roosdaal/1760
saint-léger/6747
saint-vincent/6730
sautour/5600
schuiferskapelle/8700
sensenruth/6832
senzeilles/5630
sibret/6640
sint-gillis-waas/9170
sint-laureins/9980
sint-maria-horebeke/9667
sint-pieters-leeuw/1600
sint-truiden/3800
stabroek/2940
taintignies/7618
tielt/3390
tilly/1495
varendonk/2431
vechmaal/3870
voormezele/8902
waltwilder/3740
wanfercée-baulet/6224
waterloo/1410
watervliet/9988
wegnez/4860
zandvliet/2040
zelem/3545
zellik/1731
zottegem/9620
zuidschote/8904
aartrijke/8211
angreau/7387
ans/4430
anseroeul/7750
anvaing/7910
assebroek/8310
awirs/4400
bassenge/4690
beaufays/4052
bellaire/4610
bellecourt/7170
berg/1910
beselare/8980
biesme/5640
boncelles/4100
bonneville/5300
bourlers/6464
bruyelle/7641
buvingen/3891
chaumont-gistoux/1325
ciply/7024
clavier/4560
corroy-le-grand/1325
daverdisse/6929
denderwindeke/9400
dessel/2480
dohan/6836
donceel/4357
driekapellen/8600
edegem/2650
ethe/6760
everbeek/9660
flénu/7012
floriffoux/5150
folx-les-caves/1350
forge-philippe/6596
frasnes-lez-gosselies/6210
gent/9000
grandrieu/6470
haccourt/4684
hogne/5377
kluizen/9940
kumtich/3300
lanklaar/3650
lierde/9570
lillois-witterzée/1428
louette-saint-pierre/5575
lubbeek/3210
marquain/7522
matagne-la-grande/5680
millen/3770
monceau-en-ardenne/5555
naomé/5555
neerpelt/3910
neu-moresnet/4721
nukerke/9681
oeren/8690
oisquercq/1480
oombergen/9620
ophasselt/9500
ordingen/3800
pepinster/4860
pervijze/8600
plancenoit/1380
poederlee/2275
pont-de-loup/6250
pulle/2243
reningelst/8970
retie/2470
rognée/5651
rollegem/8510
rtl-tvi/1033
saint-georges-sur-meuse/4470
sars-la-buissière/6542
schoenberg/4782
schore/8433
sinsin/5377
sint-huibrechts-lille/3910
sint-maria-lierde/9570
smeerebbe-vloerzegem/9506
soiron/4861
sombreffe/5140
steendorp/9140
strijtem/1760
templeuve/7520
trembleur/4670
vierset-barse/4577
vlamertinge/8908
vosselaar/2350
warneton/7784
werchter/3118
wierde/5100
willaupuis/7904
witry/6860
wonck/4690
aalter/9880
aartselaar/2630
alsemberg/1652
antwerpen/2000
baaigem/9890
baarle-hertog/2387
baillamont/5555
bellefontaine/6730
binche/7130
blaton/7321
bleid/6760
bois-de-villers/5170
bouge/5004
cérexhe-heuseux/4632
charleroi/6000
chastrès/5650
corroy-le-château/5032
csm gent x/9075
dion/5570
durbuy/6940
durnal/5530
ekeren/2180
elsenborn/4750
ename/9700
everberg/3078
fize-fontaine/4530
forville/5380
gedinne/5575
gits/8830
goesnes/5353
gors-opleeuw/3840
grand-hallet/4280
grand-halleux/6698
gutshoven/3870
haasdonk/9120
heks/3870
houtain-le-val/1476
houthalen-helchteren/3530
hulste/8531
julémont/4650
keumiée/5060
kruishoutem/9770
lambermont/4800
ligney/4254
linkhout/3560
linter/3350
longlier/6840
maaseik/3680
marbais/1495
henis/3700
heppen/3971
ledegem/8880
lendelede/8860
marche-les-dames/5024
meeffe/4219
meldert/9310
mellery/1495
membre/5550
membruggen/3770
mendonk/9042
messelbroek/3272
molenbeek-wersbeek/3461
momalle/4350
montleban/6674
onkerzele/9500
oostende/8400
oosterzele/9860
oudegem/9200
overrepen/3700
pellaines/4287
presles/6250
rossignol/6730
rulles/6724
saint-gilles/1060
sainte-cécile/6820
sainte-marie-sur-semois/6740
schriek/2223
serinchamps/5590
sint-kornelis-horebeke/9667
sint-kwintens-lennik/1750
sint-lievens-esse/9550
sommethonne/6769
sosoye/5537
soumagne/4630
teralfene/1790
thieulain/7901
thimougies/7533
thorembais-saint-trond/1360
thoricourt/7830
tihange/4500
vaux-sur-sûre/6640
veurne/8630
vinkem/8630
wemmel/1780
westvleteren/8640
wortegem/9790
zétrud-lumay/1370
marke/8510
meigem/9800
melen/4633
mellier/6860
mesnil-eglise/5560
mettekoven/3870
mont-sainte-geneviève/6540
montignies-sur-sambre/6061
mussy-la-ville/6750
neigem/9403
neupré/4120
nil-saint-vincent-saint-martin/1457
nimy/7020
oostmalle/2390
ouwegem/9750
parlement de la communauté française/1012
perwez-haillot/5352
petit-thier/6692
pussemange/5550
quenast/1430
raeren/4730
ramsdonk/1880
roclenge-sur-geer/4690
rosoux-crenwick/4257
rukkelingen-loon/3870
saint-aubin/5620
senat de belgique/1009
sippenaeken/4851
stambruges/7973
stavele/8691
surice/5600
tinlot/4557
tubize/1480
vaalbeek/3054
velm/3806
vieuxville/4190
villers-la-ville/1495
walhain/1457
welden/9700
wezemaal/3111
zedelgem/8210
aalst/9300
arsimont/5060
assesse/5330
baisieux/7380
bauffe/7870
bavegem/9520
beek/3960
berbroek/3540
berchem/2600
beveren/8791
bierset/4460
blaimont/5542
bon-secours/7603
boorsem/3631
borgloon/3840
bornem/2880
borsbeek/2150
bouwel/2288
buvrinnes/7133
corswarem/4257
csm charleroi x/6075
deinze/9800
dhuy/5310
erbaut/7050
eupen/4700
fayt-le-franc/7387
flamierge/6686
fouron-saint-pierre/3792
goegnies-chaussée/7040
grâce-hollogne/4460
grimminge/9506
haltinne/5340
jambes/5100
kanegem/8700
kaulille/3950
leval-chaudeville/6500
liège/4020
lint/2547
antheit/4520
antwerpen/2050
arlon/6700
asquillies/7040
avelgem/8580
beerst/8600
beffe/6987
bernissart/7320
bocholt/3950
boëlhe/4250
bolland/4653
bottelare/9820
bousval/1470
carnières/7141
cortil-noirmont/1450
cugnon/6880
dendermonde/9200
egem/8740
elene/9620
emblem/2520
erpe-mere/9420
flawinne/5020
flône/4540
focant/5572
freux/6800
furfooz/5500
gaurain-ramecroix/7530
gelbressée/5024
gijzelbrechtegem/8570
grobbendonk/2280
habay-la-vieille/6723
haneffe/4357
hastière/5540
havré/7021
hees/3740
hemiksem/2620
herne/1540
héron/4217
heure-le-romain/4682
horebeke/9667
houthalen/3530
huise/9750
hulsonniaux/5560
jauche/1350
kampenhout/1910
kooigem/8510
kortenaken/3470
la reid/4910
lavaux-sainte-anne/5580
leerbeek/1755
leest/2811
lichtervelde/8810
ligny/5140
maarke-kerkem/9680
marbaix/6120
marchovelette/5380
mariekerke/2880
masnuy-saint-jean/7050
meerle/2328
meetkerke/8377
merksplas/2330
nederhasselt/9400
nokere/9771
noville/4347
oleye/4300
oostkerke/8600
opheers/3870
orgeo/6880
orp-jauche/1350
ottenburg/3040
outgaarden/3321
pommeroeul/7322
queue-du-bois/4610
ramillies/1367
rebaix/7804
rochefort/5580
rotheux-rimière/4120
rozebeke/9630
saint-martin/5190
saint-remy-geest/1370
seilles/5300
sint-joris/8730
sint-kruis-winkel/9042
sint-martens-lennik/1750
sorée/5340
sovet/5590
soy/6997
tielen/2460
villers-en-fagne/5600
vitrine magique/7511
vurste/9890
waasmunster/9250
wanne/4980
watermael-boitsfort/1170
westmalle/2390
woubrechtegem/9550
woumen/8600
zingem/9750
heldergem/9450
hertain/7522
hoogstade/8690
houtaing/7812
humbeek/1851
international press center/1041
ittre/1460
izegem/8870
korbeek-lo/3360
laar/3400
leopoldsburg/3970
linden/3210
lisogne/5501
loenhout/2990
lommel/3920
lovenjoel/3360
afsnee/9051
aisemont/5070
anlier/6721
anthée/5520
arquennes/7181
as/3665
attre/7941
berlare/9290
bettincourt/4300
bléharies/7620
bovekerke/8680
chaineux/4650
cornesse/4860
